,Num,Chr,Start,Stop,Crossover_sites,Size
633,3482260,1,10158485,10162386,10160435,3901
634,3482260,1,17730630,17739463,17735046,8833
635,3482260,2,5929499,5929873,5929686,374
636,3482260,2,15633334,15633817,15633575,483
637,3482260,3,4342881,4342894,4342887,13
638,3482260,4,171225,173598,172411,2373
639,3482260,4,9808446,9808526,9808486,80
640,3482260,5,834402,834849,834625,447
641,3482260,5,14076309,14076326,14076317,17
642,3482261,1,1227493,1227821,1227657,328
643,3482261,1,10167256,10167553,10167404,297
644,3482261,1,17765774,17765883,17765828,109
645,3482261,2,5939063,5939503,5939283,440
646,3482261,2,15669816,15670842,15670329,1026
647,3482261,3,4389501,4389958,4389729,457
648,3482261,4,173542,173598,173570,56
649,3482261,4,9835997,9836319,9836158,322
650,3482261,5,832598,833410,833004,812
651,3482261,5,14067592,14068970,14068281,1378
652,3482262,1,1184380,1184490,1184435,110
653,3482262,2,6684840,6684996,6684918,156
654,3482262,3,10945010,10948841,10946925,3831
655,3482262,3,17703335,17704335,17703835,1000
656,3482262,4,11735825,11736600,11736212,775
657,3482263,1,445271,446882,446076,1611
658,3482263,1,19046615,19046687,19046651,72
659,3482263,1,26179812,26179830,26179821,18
660,3482263,1,30109490,30111349,30110419,1859
661,3482263,3,7641866,7642310,7642088,444
662,3482263,3,10988402,10989456,10988929,1054
663,3482263,3,19701812,19701934,19701873,122
664,3482263,4,959029,959082,959055,53
665,3482263,4,18149448,18149815,18149631,367
666,3482263,5,3291185,3291309,3291247,124
667,3482263,5,3570088,3573854,3571971,3766
668,3482263,5,9435821,9436045,9435933,224
669,3482264,1,3218901,3219113,3219007,212
670,3482264,1,19896380,19896596,19896488,216
671,3482264,1,26763328,26767412,26765370,4084
672,3482264,3,19270241,19270484,19270362,243
673,3482264,4,6837718,6838275,6837996,557
674,3482264,4,7244857,7245228,7245042,371
675,3482264,5,2183359,2183413,2183386,54
676,3482264,5,18370340,18370408,18370374,68
677,3482264,5,24658727,24658746,24658736,19
678,3482265,1,2669013,2670892,2669952,1879
679,3482265,1,10545008,10545562,10545285,554
680,3482265,2,10358526,10358765,10358645,239
681,3482265,2,12515808,12516145,12515976,337
682,3482265,3,1453425,1453632,1453528,207
683,3482265,3,10611935,10612162,10612048,227
684,3482265,4,16540761,16540901,16540831,140
685,3482265,5,23052669,23053407,23053038,738
686,3482266,1,853568,858097,855832,4529
687,3482266,2,10812956,10813649,10813302,693
688,3482266,5,1720239,1720319,1720279,80
689,3482266,5,8655558,8655709,8655633,151
690,3482266,5,20537134,20538380,20537757,1246
691,3482267,1,17648445,17648778,17648611,333
692,3482267,2,2865594,2865633,2865613,39
693,3482267,2,4824023,4824053,4824038,30
694,3482267,2,5707249,5707360,5707304,111
695,3482267,2,12243715,12246823,12245269,3108
696,3482267,3,5079992,5080096,5080044,104
697,3482267,3,15699055,15699109,15699082,54
698,3482267,4,5758988,5759511,5759249,523
699,3482267,4,17350346,17352525,17351435,2179
700,3482267,5,1122423,1127726,1125074,5303
701,3482268,1,13997847,13998351,13998099,504
702,3482268,1,26644812,26646448,26645630,1636
703,3482268,2,19494414,19494695,19494554,281
704,3482268,3,4614851,4615397,4615124,546
705,3482268,3,16567671,16569407,16568539,1736
706,3482268,5,2264604,2266588,2265596,1984
707,3482268,5,23748786,23748886,23748836,100
708,3482269,1,11104630,11104960,11104795,330
709,3482269,1,17378332,17380083,17379207,1751
710,3482269,1,27983022,27983426,27983224,404
711,3482269,2,10910743,10910901,10910822,158
712,3482269,2,13329043,13329336,13329189,293
713,3482269,3,1227617,1228046,1227831,429
714,3482269,4,5315940,5316057,5315998,117
715,3482269,5,21320260,21320277,21320268,17
716,3482270,1,13076506,13076724,13076615,218
717,3482270,1,26679121,26680530,26679825,1409
718,3482270,2,342602,343706,343154,1104
719,3482270,5,4005108,4005302,4005205,194
720,3482270,5,16907146,16907606,16907376,460
721,3482270,5,25886315,25888445,25887380,2130
722,3482271,1,664141,665723,664932,1582
723,3482271,1,13254932,13255192,13255062,260
724,3482271,1,20043494,20045435,20044464,1941
725,3482271,2,11793023,11793444,11793233,421
726,3482271,2,12160196,12160440,12160318,244
727,3482271,3,3313287,3313590,3313438,303
728,3482271,4,10098852,10100651,10099751,1799
729,3482272,1,15994946,15995268,15995107,322
730,3482272,2,8299158,8299218,8299188,60
731,3482272,3,10047717,10048483,10048100,766
732,3482272,3,18830000,18830314,18830157,314
733,3482272,4,82526,82555,82540,29
734,3482272,4,4849531,4850138,4849834,607
735,3482272,4,17616667,17617568,17617117,901
736,3482272,5,19564643,19566135,19565389,1492
737,3482273,1,8292266,8292796,8292531,530
738,3482273,1,16736408,16736646,16736527,238
739,3482273,2,448998,449243,449120,245
740,3482273,2,2897929,2898790,2898359,861
741,3482273,2,16604549,16605114,16604831,565
742,3482273,3,10896358,10896935,10896646,577
743,3482273,3,18024676,18026812,18025744,2136
744,3482273,4,6547316,6548310,6547813,994
745,3482274,1,757164,760741,758952,3577
746,3482274,1,6642322,6642400,6642361,78
747,3482274,1,24323400,24324985,24324192,1585
748,3482274,1,29651041,29651582,29651311,541
749,3482274,2,5418394,5418733,5418563,339
750,3482274,3,2024523,2024979,2024751,456
751,3482274,3,4889340,4889345,4889342,5
752,3482274,4,5640742,5641241,5640991,499
753,3482274,4,17426592,17426637,17426614,45
754,3482274,5,4006465,4006628,4006546,163
755,3482274,5,17240511,17241534,17241022,1023
756,3482274,5,22069534,22070258,22069896,724
757,3482275,1,5751488,5751725,5751606,237
758,3482275,1,7744367,7744380,7744373,13
759,3482275,1,28905276,28905429,28905352,153
760,3482275,2,750669,751479,751074,810
761,3482275,2,12889805,12890602,12890203,797
762,3482275,3,18999958,19002787,19001372,2829
763,3482275,4,5314654,5315882,5315268,1228
764,3482275,5,939862,940266,940064,404
765,3482275,5,21274748,21275047,21274897,299
766,3482276,1,9322541,9324993,9323767,2452
767,3482276,1,24487900,24488290,24488095,390
768,3482276,2,107423,107506,107464,83
769,3482276,2,637771,639160,638465,1389
770,3482276,2,7715157,7715527,7715342,370
771,3482276,3,4545124,4545699,4545411,575
772,3482276,3,15800482,15800502,15800492,20
773,3482276,4,624351,624508,624429,157
774,3482276,4,7571789,7573424,7572606,1635
775,3482276,4,12534597,12534962,12534779,365
776,3482276,5,18367239,18369751,18368495,2512
777,3482279,1,9322541,9324993,9323767,2452
778,3482279,1,24487900,24488290,24488095,390
779,3482279,2,107423,107506,107464,83
780,3482279,2,637771,639160,638465,1389
781,3482279,2,7715157,7715527,7715342,370
782,3482279,3,4545124,4545699,4545411,575
783,3482279,3,15800482,15800502,15800492,20
784,3482279,4,624351,624508,624429,157
785,3482279,4,7571789,7573424,7572606,1635
786,3482279,4,12534597,12534962,12534779,365
787,3482279,5,18367239,18369751,18368495,2512
788,3482280,1,2669013,2670892,2669952,1879
789,3482280,1,11026450,11026841,11026645,391
790,3482280,1,11448357,11448801,11448579,444
791,3482280,2,1035525,1035738,1035631,213
792,3482280,2,2264323,2264435,2264379,112
793,3482280,3,8665756,8666272,8666014,516
794,3482280,4,12346498,12346611,12346554,113
795,3482280,5,593432,593634,593533,202
796,3482280,5,8352649,8352689,8352669,40
797,3482280,5,26495281,26495301,26495291,20
798,3482281,1,11724803,11726121,11725462,1318
799,3482281,1,23104906,23105288,23105097,382
800,3482281,2,7729721,7732739,7731230,3018
801,3482281,3,18704749,18705243,18704996,494
802,3482281,4,576276,576923,576599,647
803,3482281,4,7454102,7454238,7454170,136
804,3482281,5,6498208,6499823,6499015,1615
805,3482281,5,18365065,18365502,18365283,437
806,3482282,1,16664914,16668206,16666560,3292
807,3482282,1,19356939,19360217,19358578,3278
808,3482282,2,100082,100349,100215,267
809,3482282,2,7811153,7811358,7811255,205
810,3482282,2,16240928,16241065,16240996,137
811,3482282,3,2369784,2370435,2370109,651
812,3482282,3,2421306,2421321,2421313,15
813,3482282,3,6183381,6183512,6183446,131
814,3482282,4,16841632,16841698,16841665,66
815,3482282,5,1140210,1140412,1140311,202
816,3482283,1,3780435,3786308,3783371,5873
817,3482283,1,16775611,16775649,16775630,38
818,3482283,2,6275604,6276427,6276015,823
819,3482283,3,2856810,2857360,2857085,550
820,3482283,4,8837253,8839392,8838322,2139
821,3482283,4,14165760,14167553,14166656,1793
822,3482283,5,9935039,9935501,9935270,462
823,3482283,5,17930045,17930527,17930286,482
824,3482284,1,1882603,1882609,1882606,6
825,3482284,1,11495945,11495978,11495961,33
826,3482284,1,27002557,27002775,27002666,218
827,3482284,2,86609,86742,86675,133
828,3482284,2,1539464,1540452,1539958,988
829,3482284,2,6406696,6406978,6406837,282
830,3482284,2,16695855,16696217,16696036,362
831,3482284,3,7201120,7203394,7202257,2274
832,3482284,4,7150887,7151552,7151219,665
833,3482284,5,4732680,4732886,4732783,206
834,3482284,5,6441211,6441359,6441285,148
835,3482285,1,11117527,11117564,11117545,37
836,3482285,1,17268896,17269252,17269074,356
837,3482285,1,22167903,22168921,22168412,1018
838,3482285,2,6245247,6245275,6245261,28
839,3482285,2,9738223,9738351,9738287,128
840,3482285,3,20114371,20114895,20114633,524
841,3482285,3,21799094,21801195,21800144,2101
842,3482285,4,5242101,5242222,5242161,121
843,3482285,4,16322074,16322117,16322095,43
844,3482285,5,2643697,2645892,2644794,2195
845,3482285,5,14526374,14526623,14526498,249
846,3482286,1,13079637,13079700,13079668,63
847,3482286,3,4986402,4986651,4986526,249
848,3482286,3,9531008,9531894,9531451,886
849,3482286,4,5640574,5641241,5640907,667
850,3482286,5,5755683,5757816,5756749,2133
851,3482287,1,24059847,24062518,24061182,2671
852,3482287,2,1111003,1111050,1111026,47
853,3482287,2,18649090,18656755,18652922,7665
854,3482287,4,4867727,4867844,4867785,117
855,3482288,2,9997125,9997684,9997404,559
856,3482288,3,209646,209710,209678,64
857,3482288,3,5311412,5311551,5311481,139
858,3482288,4,14845660,14847219,14846439,1559
859,3482288,5,5406296,5406334,5406315,38
860,3482288,5,8769067,8769390,8769228,323
861,3482289,1,8631678,8631980,8631829,302
862,3482289,3,1309982,1310569,1310275,587
863,3482289,3,16616595,16617419,16617007,824
864,3482289,3,19749859,19750681,19750270,822
865,3482289,4,8045253,8045610,8045431,357
866,3482289,5,6414528,6414839,6414683,311
867,3482290,1,1557526,1559682,1558604,2156
868,3482290,1,20433320,20437144,20435232,3824
869,3482290,2,6787865,6788063,6787964,198
870,3482290,2,6788566,6788673,6788619,107
871,3482290,2,18270831,18271019,18270925,188
872,3482290,4,123751,123901,123826,150
873,3482290,4,8507135,8509004,8508069,1869
874,3482290,4,16322164,16322184,16322174,20
875,3482290,5,6216160,6217904,6217032,1744
876,3482291,1,4119698,4119877,4119787,179
877,3482291,1,6827931,6828192,6828061,261
878,3482291,1,19285119,19286355,19285737,1236
879,3482291,1,23446477,23446615,23446546,138
880,3482291,2,8181412,8181470,8181441,58
881,3482291,3,637974,638483,638228,509
882,3482291,3,16283175,16283209,16283192,34
883,3482291,4,7521491,7521926,7521708,435
884,3482292,1,19689774,19690323,19690048,549
885,3482292,1,29251638,29251902,29251770,264
886,3482292,3,4654070,4654313,4654191,243
887,3482292,4,7247349,7247605,7247477,256
888,3482292,5,15970886,15972234,15971560,1348
889,3482292,5,21628457,21628713,21628585,256
890,3482292,5,25794984,25795583,25795283,599
891,3482293,1,17617564,17618114,17617839,550
892,3482293,1,25493108,25493433,25493270,325
893,3482293,2,6685652,6686374,6686013,722
894,3482293,2,13589247,13591241,13590244,1994
895,3482293,4,676859,676946,676902,87
896,3482293,5,1258598,1258716,1258657,118
897,3482293,5,9942411,9942465,9942438,54
898,3482293,5,14775077,14775152,14775114,75
899,3482294,1,5818410,5820915,5819662,2505
900,3482294,1,30413034,30413136,30413085,102
901,3482294,2,813941,814382,814161,441
902,3482294,2,12775373,12775381,12775377,8
903,3482294,3,4558322,4558614,4558468,292
904,3482294,3,19413592,19414260,19413926,668
905,3482294,3,22901031,22901378,22901204,347
906,3482294,4,7668366,7668378,7668372,12
907,3482294,4,8767228,8767506,8767367,278
908,3482294,4,17575633,17575850,17575741,217
909,3482294,5,691721,692037,691879,316
910,3482294,5,13898359,13899748,13899053,1389
911,3482294,5,14912193,14912488,14912340,295
912,3482294,5,20754457,20754966,20754711,509
913,3482295,1,10965560,10965582,10965571,22
914,3482295,1,30412189,30412816,30412502,627
915,3482295,2,418467,419004,418735,537
916,3482295,2,16970206,16970698,16970452,492
917,3482295,3,20014149,20014398,20014273,249
918,3482295,4,5821717,5821746,5821731,29
919,3482295,5,980274,980275,980274,1
920,3482295,5,7921116,7921173,7921144,57
921,3482296,1,20561483,20563211,20562347,1728
922,3482296,1,22987195,22987479,22987337,284
923,3482296,2,1128097,1128956,1128526,859
924,3482296,2,13370598,13371687,13371142,1089
925,3482296,3,14990619,14990898,14990758,279
926,3482296,4,8897138,8897382,8897260,244
927,3482296,4,10255553,10256021,10255787,468
928,3482296,5,13683332,13683849,13683590,517
929,3482297,1,6317831,6318268,6318049,437
930,3482297,1,19468876,19468967,19468921,91
931,3482297,2,16295757,16296326,16296041,569
932,3482297,3,895006,895133,895069,127
933,3482297,4,6526666,6527834,6527250,1168
934,3482297,4,10657124,10657865,10657494,741
935,3482297,5,1949332,1950400,1949866,1068
936,3482297,5,20247470,20247488,20247479,18
937,3482298,1,17387018,17387061,17387039,43
938,3482298,1,23246791,23246976,23246883,185
939,3482298,3,9934770,9935635,9935202,865
940,3482298,4,8431000,8431174,8431087,174
941,3482298,5,7235833,7237600,7236716,1767
942,3482298,5,23060164,23060858,23060511,694
943,3482299,1,108729,109804,109266,1075
944,3482299,1,25268686,25268824,25268755,138
945,3482299,2,17075824,17076450,17076137,626
946,3482299,3,4895016,4895793,4895404,777
947,3482299,3,11752096,11752266,11752181,170
948,3482299,3,19469908,19470754,19470331,846
949,3482299,4,849062,849751,849406,689
950,3482299,4,6733870,6734671,6734270,801
951,3482299,4,17678216,17678852,17678534,636
952,3482299,5,26028137,26028311,26028224,174
953,3482300,1,2624102,2624195,2624148,93
954,3482300,1,22629792,22629793,22629792,1
955,3482300,2,852811,852850,852830,39
956,3482300,3,9307881,9308296,9308088,415
957,3482300,4,16807855,16809937,16808896,2082
958,3482300,5,20748280,20748374,20748327,94
959,3482300,5,25215027,25215065,25215046,38
960,3482301,1,1885653,1886093,1885873,440
961,3482301,1,11465639,11465795,11465717,156
962,3482301,1,27132746,27132991,27132868,245
963,3482301,1,29938903,29938918,29938910,15
964,3482301,3,9283871,9284377,9284124,506
965,3482301,4,6580909,6581366,6581137,457
966,3482301,4,14864217,14864972,14864594,755
967,3482301,5,5842536,5843302,5842919,766
968,3482301,5,17470489,17470604,17470546,115
969,3482301,5,21422848,21423165,21423006,317
970,3482302,1,17298209,17298520,17298364,311
971,3482302,1,24885785,24885824,24885804,39
972,3482302,2,133691,134176,133933,485
973,3482302,2,5800537,5800585,5800561,48
974,3482302,2,8367977,8368815,8368396,838
975,3482302,3,15906538,15906941,15906739,403
976,3482302,3,19869365,19869913,19869639,548
977,3482303,1,662030,662688,662359,658
978,3482303,1,7522348,7522615,7522481,267
979,3482303,1,8012172,8012374,8012273,202
980,3482303,2,7925707,7925721,7925714,14
981,3482303,3,18751617,18752743,18752180,1126
982,3482303,4,176314,176748,176531,434
983,3482303,4,10270556,10271931,10271243,1375
984,3482303,5,18637845,18638333,18638089,488
985,3482303,5,25538253,25538367,25538310,114
986,3482304,1,2843380,2843607,2843493,227
987,3482304,1,13144118,13144201,13144159,83
988,3482304,1,22930168,22931256,22930712,1088
989,3482304,2,7308767,7309831,7309299,1064
990,3482304,2,16452451,16452769,16452610,318
991,3482304,3,7623520,7625134,7624327,1614
992,3482304,3,8233147,8233255,8233201,108
993,3482304,4,14579486,14579640,14579563,154
994,3482304,5,18817297,18817466,18817381,169
995,3482304,5,24803762,24804106,24803934,344
996,3482305,1,9724130,9724172,9724151,42
997,3482305,1,29951108,29953078,29952093,1970
998,3482305,2,147045,147111,147078,66
999,3482305,3,6107332,6109904,6108618,2572
1000,3482305,3,7775023,7776662,7775842,1639
1001,3482305,3,17132927,17133028,17132977,101
1002,3482305,4,9061772,9061885,9061828,113
1003,3482305,5,7662889,7662955,7662922,66
1004,3482306,1,7322312,7322725,7322518,413
1005,3482306,1,24557294,24557842,24557568,548
1006,3482306,2,16839813,16839840,16839826,27
1007,3482306,3,9049487,9049817,9049652,330
1008,3482306,3,11182432,11182535,11182483,103
1009,3482306,4,5724993,5725024,5725008,31
1010,3482306,5,26770982,26771186,26771084,204
1011,3482307,1,1219320,1219574,1219447,254
1012,3482307,1,11589257,11592201,11590729,2944
1013,3482307,3,4888237,4888289,4888263,52
1014,3482307,3,15656384,15656893,15656638,509
1015,3482307,4,5359320,5359418,5359369,98
1016,3482307,4,8062157,8062575,8062366,418
1017,3482307,5,15784613,15787980,15786296,3367
1018,3482307,5,17793687,17794120,17793903,433
1019,3482307,5,25881522,25882098,25881810,576
1020,3482308,1,26141103,26141163,26141133,60
1021,3482308,1,28104705,28104741,28104723,36
1022,3482308,3,10139463,10139520,10139491,57
1023,3482308,5,19598780,19599799,19599289,1019
1024,3482308,5,20691200,20693981,20692590,2781
1025,3482309,1,12955148,12955570,12955359,422
1026,3482309,1,26538599,26539239,26538919,640
1027,3482309,2,10094384,10095100,10094742,716
1028,3482309,2,15016173,15016649,15016411,476
1029,3482309,3,10172343,10172371,10172357,28
1030,3482309,3,15864725,15865029,15864877,304
1031,3482309,4,10161036,10161110,10161073,74
1032,3482309,5,19975348,19976166,19975757,818
1033,3482310,1,17530389,17530476,17530432,87
1034,3482310,2,2924135,2924570,2924352,435
1035,3482310,2,15375074,15375576,15375325,502
1036,3482310,3,5760645,5761417,5761031,772
1037,3482310,3,9212272,9213039,9212655,767
1038,3482310,3,15784011,15784188,15784099,177
1039,3482310,4,6049747,6050502,6050124,755
